FID_1	Reference	Title	Date_Publi	Authors	Journal	Language	Country	Name_of_Si	LatDD	LonDD	Terestrial	Type_of_Ar	Proxy	Stratigraphic	Radiocarbo	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_D	Max	Min	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
186	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	LOI (Carbonates)		2							Plant/Wood	-1000	2000	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
187	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	LOI (Carbonates)		1							Plant/Wood	1000	2000	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
188	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	LOI (Carbonates)	1	0							N/A	N/A	N/A	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
189	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	LOI (Carbonates)		4							Plant/Wood	-4300	2000	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
299	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	Stratigraphic description		2							Plant/Wood	-1000	2000	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
300	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	Stratigraphic description		1							Plant/Wood	1000	2000	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
301	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	Stratigraphic description	1	0							N/A	N/A	N/A	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
302	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	Stratigraphic description		4							Plant/Wood	-4300	2000	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
441	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	LOI (Organic)		2							Plant/Wood	-1000	2000	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
442	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	LOI (Organic)		1							Plant/Wood	1000	2000	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
444	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	LOI (Organic)	1	0							N/A	N/A	N/A	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
445	"McCloskey, T.A. and Liu, K.B., 2012. A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua. Quaternary Research, 78(3), pp.454-464."	A sedimentary-based history of hurricane strikes on the southern Caribbean coast of Nicaragua	2012	"McCloskey, T. A.; Liu, K. B."	Quaternary Research	English	Nicaragua	Falso Bluff Marsh	12.087693	-83.700095	Terestrial	Lake Sediment Core	LOI (Organic)		4							Plant/Wood	-4300	2000	2915	541	1355	37	151	6555	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
351	"McNeil, C.L., Burney, D.A. and Burney, L.P., 2010. Evidence disputing deforestation as the cause for the collapse of the ancient Maya polity of Copan, Honduras. Proceedings of the National Academy of Sciences, 107(3), pp.1017-1022."	"Evidence disputing deforestation as the cause for the collapse of the ancient Maya polity of Copan, Honduras"	2010	"McNeil, C.L.; Burney, D.A.; Burney, L.P."	Proceedings of the National Academy of Sciences	English	Honduras	Petapilla	14.870485	-89.117181	Terestrial	Lake Sediment Core	Pollen		6						1	N/A	-720	2001	1510	276	719	20	74	7799	784	Central American pine-oak forests	Tropical & Subtropical Coniferous Forests
489	"Medina-Elizalde, M., Burns, S.J., Lea, D.W., Asmerom, Y., von Gunten, L., Polyak, V., Vuille, M. and Karmalkar, A., 2010. High resolution stalagmite climate record from the Yucatán Peninsula spanning the Maya terminal classic period. Earth and Planetary Science Letters, 298(1-2), pp.255-262."	High resolution stalagmite climate record from the YucatÔö£├¡n Peninsula spanning the Maya terminal classic period	2010	"Medina-Elizalde, M., Burns, S.J., Lea, D.W., Asmerom, Y., von Gunten, L., Polyak, V., Vuille, M. and Karmalkar, A."	Earth and Planetary Science Letters	English	Mexico	Tzabnah	20.75	-89.466667	Terestrial	Speleothem	dO18		0				12			N/A	500	2004	1029	177	506	23	78	7200	15	Yucatan dry forests	Tropical & Subtropical Dry Broadleaf Forests
174	"Medina-Elizalde, M., Burns, S.J., Polanco-Martínez, J.M., Beach, T., Lases-Hernández, F., Shen, C.C. and Wang, H.C., 2016. High-resolution speleothem record of precipitation from the Yucatan Peninsula spanning the Maya Preclassic Period. Global and Planetary Change, 138, pp.93-102."	High-resolution speleothem record of precipitation from the Yucatan Peninsula spanning the Maya Preclassic Period	2016	"Medina-Elizalde, M., Burns, S.J., Polanco-Martínez, J.M., Beach, T., Lases-Hernández, F., Shen, C.C. and Wang, H.C."	Global and Planetary Change	English	Mexico	Laberinto del Fauno	20.5874	-87.134033	Terestrial	Speleothem	dO18		0				13			N/A	-1037	397	1332	218	570	36	137	5474	3	Yucatan moist forests	Tropical & Subtropical Moist Broadleaf Forests
165	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A."	Journal of Quaternary Science	English	Belize	Hillbank	17.599365	-88.69915	Terestrial	River Sediment Core	dO18		7							"Gastropod, Organic matter"	-10050	1950	1778	253	697	45	158	5215	41	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
170	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A."	Journal of Quaternary Science	English	Belize	Hillbank	17.599365	-88.69915	Terestrial	River Sediment Core	dO18		7							"Gastropod, Organic matter"	-10050	1950	1778	253	697	45	158	5215	41	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
171	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A."	Journal of Quaternary Science	English	Belize	Hillbank	17.599365	-88.69915	Terestrial	River Sediment Core	dO18		7							"Gastropod, Organic matter"	-10050	1950	1778	253	697	45	158	5215	41	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
172	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A."	Journal of Quaternary Science	English	Belize	Hillbank	17.599365	-88.69915	Terestrial	River Sediment Core	dO18		7							"Gastropod, Organic matter"	-10050	1950	1778	253	697	45	158	5215	41	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
308	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A."	Journal of Quaternary Science	English	Belize	Hillbank	17.599365	-88.69915	Terestrial	River Sediment Core	dC13		7							"Gastropod, Organic matter"	-10050	1950	1778	253	697	45	158	5215	41	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
309	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A."	Journal of Quaternary Science	English	Belize	Hillbank	17.599365	-88.69915	Terestrial	River Sediment Core	Diatoms		7							"Gastropod, Organic matter"	-10050	1950	1778	253	697	45	158	5215	41	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
319	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A."	Journal of Quaternary Science	English	Belize	Hillbank	17.599365	-88.69915	Terestrial	River Sediment Core	Stratigraphic description		7							"Gastropod, Organic matter"	-10050	1950	1778	253	697	45	158	5215	41	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
310	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Lamanai	17.763331	-88.651927	Terestrial	River Sediment Core	dN15		6							Gastropod	-1650	1950	1685	241	661	44	146	5318	42	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
316	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Lamanai	17.763331	-88.651927	Terestrial	River Sediment Core	Magnetic Succeptibility		6							Gastropod	-1650	1950	1685	241	661	44	146	5318	42	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
317	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Lamanai	17.763331	-88.651927	Terestrial	River Sediment Core	Stratigraphic description		6							Gastropod	-1650	1950	1685	241	661	44	146	5318	42	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
370	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Lamanai	17.763331	-88.651927	Terestrial	River Sediment Core	dO18		6							Gastropod	-1650	1950	1685	241	661	44	146	5318	42	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
307	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Outpost	17.751954	-88.653037	Terestrial	River Sediment Core	dC13		1							Organic matter	#VALUE!	1950	1691	242	664	45	148	5316	41	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
315	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Outpost	17.751954	-88.653037	Terestrial	River Sediment Core	Magnetic Succeptibility		1							Organic matter	#VALUE!	1950	1691	242	664	45	148	5316	41	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
318	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Outpost	17.751954	-88.653037	Terestrial	River Sediment Core	Stratigraphic description		1							Organic matter	#VALUE!	1950	1691	242	664	45	148	5316	41	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
396	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Outpost	17.751954	-88.653037	Terestrial	River Sediment Core	dO18		1							Organic matter	#VALUE!	1950	1691	242	664	45	148	5316	41	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
400	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Outpost	17.751954	-88.653037	Terestrial	River Sediment Core	dO18		1							Organic matter	#VALUE!	1950	1691	242	664	45	148	5316	41	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
401	"Metcalfe, S., Breen, A., Murray, M., Furley, P., Fallick, A. and McKenzie, A., 2009. Environmental change in northern Belize since the latest Pleistocene. Journal of Quaternary Science, 24(6), pp.627-641."	Environmental change in northern Belize since the latest Pleistocene	2009	"Metcalfe, S.; Breen, A.; Murray, M.; Furley, P.; Fallick, A.; McKenzie, A."	Journal of Quaternary Science	English	Belize	Outpost	17.751954	-88.653037	Terestrial	River Sediment Core	dO18		1							Organic matter	#VALUE!	1950	1691	242	664	45	148	5316	41	Belizian pine savannas	"Tropical & Subtropical Grasslands, Savannas & Shrublands"
190	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J., 2009. Mangrove ecosystem changes during the Holocene at Spanish lookout Cay, Belize. Palaeogeography, Palaeoclimatology, Palaeoecology, 280(1-2), pp.37-46."	"Mangrove ecosystem changes during the Holocene at Spanish Lookout Cay, Belize"	2009	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Belize	Spanish Lookout Kay	17.4	-88.066667	Terestrial	Peat Sediment Core	LOI (Carbonates)		7							"Leaf, Wood, Roots"	-6150	1950	1718	239	641	38	152	5103	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
322	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J., 2009. Mangrove ecosystem changes during the Holocene at Spanish lookout Cay, Belize. Palaeogeography, Palaeoclimatology, Palaeoecology, 280(1-2), pp.37-46."	"Mangrove ecosystem changes during the Holocene at Spanish Lookout Cay, Belize"	2009	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Belize	Spanish Lookout Kay	17.4	-88.066667	Terestrial	Peat Sediment Core	Magnetic Succeptibility		7							"Leaf, Wood, Roots"	-6150	1950	1718	239	641	38	152	5103	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
451	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J., 2009. Mangrove ecosystem changes during the Holocene at Spanish lookout Cay, Belize. Palaeogeography, Palaeoclimatology, Palaeoecology, 280(1-2), pp.37-46."	"Mangrove ecosystem changes during the Holocene at Spanish Lookout Cay, Belize"	2009	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	English	Belize	Spanish Lookout Kay	17.4	-88.066667	Terestrial	Peat Sediment Core	LOI (Organic)		7							"Leaf, Wood, Roots"	-6150	1950	1718	239	641	38	152	5103	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
66	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J., 2011. Paleoecology of mangroves along the Sibun River, Belize. Quaternary Research, 76(2), pp.220-228."	"Paleoecology of mangroves along the Sibun River, Belize"	2011	"Monacci, N. M. Meier-Grunhagen, U. Finney, B. P. Behling, H. Wooller, M. J."	Quaternary Research	English	Belize	Sibun River	17.472047	-88.260859	Terestrial	Peat Sediment Core	Pollen		5							"Wood, roots, bulk peat"	-6780	2005	1875	251	687	48	161	5008	4	Mesoamerican Gulf-Caribbean mangroves	Mangroves
191	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J., 2011. Paleoecology of mangroves along the Sibun River, Belize. Quaternary Research, 76(2), pp.220-228."	"Paleoecology of mangroves along the Sibun River, Belize"	2011	"Monacci, N. M. Meier-Grunhagen, U. Finney, B. P. Behling, H. Wooller, M. J."	Quaternary Research	English	Belize	Sibun River	17.472047	-88.260859	Terestrial	Peat Sediment Core	LOI (Carbonates)		5							"Wood, roots, bulk peat"	-6780	2005	1875	251	687	48	161	5008	4	Mesoamerican Gulf-Caribbean mangroves	Mangroves
323	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J., 2011. Paleoecology of mangroves along the Sibun River, Belize. Quaternary Research, 76(2), pp.220-228."	"Paleoecology of mangroves along the Sibun River, Belize"	2011	"Monacci, N. M. Meier-Grunhagen, U. Finney, B. P. Behling, H. Wooller, M. J."	Quaternary Research	English	Belize	Sibun River	17.472047	-88.260859	Terestrial	Peat Sediment Core	dC13		5							"Wood, roots, bulk peat"	-6780	2005	1875	251	687	48	161	5008	4	Mesoamerican Gulf-Caribbean mangroves	Mangroves
326	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J., 2011. Paleoecology of mangroves along the Sibun River, Belize. Quaternary Research, 76(2), pp.220-228."	"Paleoecology of mangroves along the Sibun River, Belize"	2011	"Monacci, N. M. Meier-Grunhagen, U. Finney, B. P. Behling, H. Wooller, M. J."	Quaternary Research	English	Belize	Sibun River	17.472047	-88.260859	Terestrial	Peat Sediment Core	Magnetic Succeptibility		5							"Wood, roots, bulk peat"	-6780	2005	1875	251	687	48	161	5008	4	Mesoamerican Gulf-Caribbean mangroves	Mangroves
452	"Monacci, N.M., Meier-Grünhagen, U., Finney, B.P., Behling, H. and Wooller, M.J., 2011. Paleoecology of mangroves along the Sibun River, Belize. Quaternary Research, 76(2), pp.220-228."	"Paleoecology of mangroves along the Sibun River, Belize"	2011	"Monacci, N. M. Meier-Grunhagen, U. Finney, B. P. Behling, H. Wooller, M. J."	Quaternary Research	English	Belize	Sibun River	17.472047	-88.260859	Terestrial	Peat Sediment Core	LOI (Organic)		5							"Wood, roots, bulk peat"	-6780	2005	1875	251	687	48	161	5008	4	Mesoamerican Gulf-Caribbean mangroves	Mangroves
194	"Mueller, A.D., Islebe, G.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Hodell, D.A., Hajdas, I., Hamann, Y., Haug, G.H. and Kennett, D.J., 2010. Recovery of the forest ecosystem in the tropical lowlands of northern Guatemala after disintegration of C"	Recovery of the forest ecosystem in the tropical lowlands of northen Guatemala after disintergration of Clasic Maya polities	2010	"Mueller, A.D.; Islebe, G.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Hodell, D.A.; Hajdas, I., Hamann, Y.; Haug, G.H.; Kennett, D.J."	Geology	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Terestrial	Lake Sediment Core	Pollen		4							Terestrial wood and charcoal	880	1999	1738	255	690	36	144	5677	131	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
192	"Mueller, A.D., Islebe, G.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Hodell, D.A., Hajdas, I., Hamann, Y., Haug, G.H. and Kennett, D.J., 2010. Recovery of the forest ecosystem in the tropical lowlands of northern Guatemala after disintegration of C"	Recovery of the forest ecosystem in the tropical lowlands of northen Guatemala after disintergration of Clasic Maya polities	2010	"Mueller, A.D.; Islebe, G.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Hodell, D.A.; Hajdas, I., Hamann, Y.; Haug, G.H.; Kennett, D.J."	Geology	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Terestrial	Lake Sediment Core	LOI (Carbonates)		4							Terestrial wood and charcoal	880	1999	1738	255	690	36	144	5677	131	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
330	"Mueller, A.D., Islebe, G.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Hodell, D.A., Hajdas, I., Hamann, Y., Haug, G.H. and Kennett, D.J., 2010. Recovery of the forest ecosystem in the tropical lowlands of northern Guatemala after disintegration of C"	Recovery of the forest ecosystem in the tropical lowlands of northen Guatemala after disintergration of Clasic Maya polities	2010	"Mueller, A.D.; Islebe, G.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Hodell, D.A.; Hajdas, I., Hamann, Y.; Haug, G.H.; Kennett, D.J."	Geology	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Terestrial	Lake Sediment Core	Magnetic Succeptibility		4							Terestrial wood and charcoal	880	1999	1738	255	690	36	144	5677	131	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
332	"Mueller, A.D., Islebe, G.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Hodell, D.A., Hajdas, I., Hamann, Y., Haug, G.H. and Kennett, D.J., 2010. Recovery of the forest ecosystem in the tropical lowlands of northern Guatemala after disintegration of C"	Recovery of the forest ecosystem in the tropical lowlands of northen Guatemala after disintergration of Clasic Maya polities	2010	"Mueller, A.D.; Islebe, G.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Hodell, D.A.; Hajdas, I., Hamann, Y.; Haug, G.H.; Kennett, D.J."	Geology	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Terestrial	Lake Sediment Core	Stratigraphic description		4							Terestrial wood and charcoal	880	1999	1738	255	690	36	144	5677	131	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
